paper_id,year,title,raw_authors
hep-th/9711192,1997,Grand Unified Theories in Superstrings in the Free World-Sheet Fermion Formulation,"H.D. Dahmen (1), A.A. Maslikov (2), I.A. Naumov (2), T. Stroh (1), G.G. Volkov (1 and 2) ((1) Department of Physics, Siegen University, Germany (2) Institute for High Energy Physics, Protvino, Moscow Region, Russia)"
hep-th/9703021,1997,Seven Sphere and the Exceptional Nonlinear Superconformal Algebras,Murat Gunaydin
hep-th/9712252,1997,Entropy of near-extremal dyonic black holes,P. Mitra
hep-th/9710144,1997,String Representation for the 't Hooft Loop Average in the Abelian Higgs Model,"D.V.Antonov (Humboldt University, Berlin and ITEP, Moscow)"
hep-th/9712146,1997,Monstrous Heterotic Quantum Mechanics,Michael B. Green and David Kutasov
hep-th/9711123,1997,Maxwell--Chern-Simons gauged non-relativistic O(3) model with self-dual vortices,D.H. Tchrakian and T.N. Tomaras
hep-th/9701032,1997,Effective Lagrangian and static black holes in 2D dilatonic gravity inspired by quantum effects,"Shin'ichi Nojiri, Sergei D. Odintsov"
hep-th/9704017,1997,A Possible IIB Superstring Matrix Model with Euler Characteristic and a Double Scaling Limit,C. Kristjansen and P. Olesen (The Niels Bohr Institute)
hep-th/9707197,1997,"Softly Broken SQCD: in the Continuum, on the Lattice, on the Brane",Nick Evans (Boston University)
hep-th/9705126,1997,Matrix String Theory As A Generalized Quantum Theory,Djordje Minic
hep-th/9710126,1997,Global anomalies in M-theory,M. Henningson
hep-th/9709212,1997,What is quantum field theory and why have some physicists abandoned it?,R. Jackiw
hep-th/9710111,1997,Quasi exactly solvable matrix models in sl(n),"Yves Brihaye, Piotr Kosinski"
hep-th/9711194,1997,On Integrable Structure behind the Generalized WDVV Equations,A.Morozov
hep-th/9707099,1997,Wilson Lines and T-Duality in Heterotic M(atrix) Theory,Daniel Kabat and Soo-Jong Rey
hep-th/9703186,1997,Simple Derivation of the Picard-Fuchs equations for the Seiberg-Witten Models,M. Alishahiha
hep-th/9703096,1997,Path Integral Bosonization of Massive GNO Fermions,Q-Han Park and H.J. Shin
hep-th/9710115,1997,Supersymmetry Breaking with Periodic Potentials,"G. Dunne (UConn) and J. Mannix (UC, Santa Cruz)"
hep-th/9703050,1997,Dynamics of the Universal Confining String Theory on the Loop Space,"D.V.Antonov (Humboldt University, Berlin and ITEP, Moscow)"
hep-th/9702069,1997,Algebraic versus Topologic Anomalies,"V. Aldaya, M. Calixto and J. Guerrero"
hep-th/9710056,1997,The Second Virial Coefficient of Spin-1/2 Interacting Anyon System,Sahng-Kyoon Yoo and D.K.Park
hep-th/9709223,1997,Non-Equilibrium Quantum Electrodynamics,C. Anastopoulos and A. Zoupas
hep-th/9708022,1997,Scattering of zero branes off elementary strings in Matrix Theory,Rajesh Gopakumar and Sanjaye Ramgoolam
hep-th/9709211,1997,M Theory Fivebrane and SQCD,Hirosi Ooguri (UC Berkeley/LBNL)
hep-th/9703012,1997,Towards a Field Theory of F-theory,"N. Khviengia, Z. Khviengia, H. Lu and C.N. Pope"
hep-th/9704190,1997,On the Opening of Branes,"R. Argurio, F. Englert, L. Houart, P. Windey"
hep-th/9702058,1997,Harmonic superpositions of non-extremal p-branes,"I.V. Lavrinenko, H. Lu, C.N. Pope and T.A. Tran"
hep-th/9706206,1997,Bogomol'nyi equations in gauge theories,"M.S. Cunha, H.R. Christiansen and C. A. S. Almeida"
hep-th/9710009,1997,Why is the Matrix Model Correct?,Nathan Seiberg
hep-th/9703044,1997,Exactly solvable charged dilaton gravity theories in two dimensions,"Youngjai Kiem, Chang-Yeong Lee and Dahl Park"
hep-th/9701051,1997,Gribov vs BRST,F G Scholtz and S V Shabanov
hep-th/9702127,1997,Quaternionic Electroweak Theory and CKM Matrix,"De Leo Stefano (Dip. di Fisica, INFN, Lecce)"
hep-th/9709155,1997,Fixed point analysis of a scalar theory with an external field,A.Bonanno and D.Zappala'
hep-th/9711204,1997,Recent results on UV-regularisation through UV-modified uncertainty relations,"A. Kempf (DAMTP, Cambridge)"
hep-th/9709132,1997,On the Construction of Zero Energy States in Supersymmetric Matrix Models,Jens Hoppe
hep-th/9703163,1997,D-brane Black Holes: Large-N Limit and the Effective String Description,"S. F. Hassan, Spenta R. Wadia"
hep-th/9706182,1997,"String-Orthogonal Polynomials, String equations, and 2-Toda symmetries",Mark Adler and Pierre van Moerbeke
hep-th/9705204,1997,"A Finite Quantum Symmetry of M(3,C)","Ludwik Dabrowski, Fabrizio Nesti, Pasquale Siniscalco"
hep-th/9707153,1997,Hidden Quantum Group Structure in Einstein's General Relativity,"G. Bimonte, R. Musto, A. Stern and P. Vitale"
hep-th/9705032,1997,Lie Algebraical Aspects of the Quantum Statistics. Unitary Quantization (A-quantization),T.D. Palev
hep-th/9710121,1997,Classification of Different Branes at Angles,M.M. Sheikh-Jabbari
hep-th/9708170,1997,Symplectic forms in the theory of solitons,"I.M. Krichever, D.H.Phong"
hep-th/9701060,1997,"Zeta-function regularization, the multiplicative anomaly and the Wodzicki residue","E. Elizalde, L. Vanzo and S. Zerbini"
hep-th/9704045,1997,Membranes and Three-form Supergravity,"Burt A. Ovrut, Daniel Waldram"
hep-th/9704050,1997,BRST and Anti BRST structure of a topological current algebra,Bani Mitra Sodermark
hep-th/9704087,1997,On the Moduli Spaces of M(atrix)-Theory Compactifications,"David Berenstein, Richard Corrado, and Jacques Distler"
hep-th/9712095,1997,Geometries and Forces,Thomas Schucker (Marseille)
hep-th/9707234,1997,Variational Approach to Quantum Field Theory: Gaussian Approximation and the Perturbative Expansion around It,Jae Hyung Yee (Yonsei Univ.)
hep-th/9701065,1997,R-deformed Heisenberg algebra,Mikhail Plyushchay
hep-th/9711101,1997,Ground state energy of the modified Nambu-Goto string,Leszek Hadasz
hep-th/9710190,1997,Nambu-Jona-Lasinio approach to realization of confining medium,"M. Faber, A. N.Ivanov and N.I.Troitskaya (Vienna Techn. Univ.)"
hep-th/9709016,1997,Free boson representation of DY_{\hbar}(gl_N)_k,"X.M. Ding, B. Y. Hou, B.Yuan Hou, L. Zhao"
hep-th/9709114,1997,Black Holes in Matrix Theory,M. Li and E. Martinec
hep-th/9702114,1997,Solving Gauss' Laws and Searching Dirac Observables for the Four Interactions,Luca Lusanna (INFN Florence)
hep-th/9709134,1997,Electron-positron pair production in the Aharonov-Bohm potential,"V.D.Skarzhinsky, J.Audretsch, and Ulf.Jasper"
hep-th/9705183,1997,Quantum Mechanically Induced Hopf Term in the O(3) Nonlinear Sigma Model,"Izumi Tsutsui, Shogo Tanimura, Hiroyuki Kobayashi"
hep-th/9711050,1997,Symmetry properties of massive gauge theories in nonlinear background gauges: Background dependence of Green functions,"B. Geyer (Leipzig University) and D. M""ulsch (Wissenschaftszentrum e.V.)"
hep-th/9708086,1997,Unwinding strings and T-duality of Kaluza-Klein and H-Monopoles,"Ruth Gregory, Jeffrey A. Harvey and Gregory Moore"
hep-th/9711103,1997,Multi-spin correlation functions for the Z-Invariant Ising model,J.R. Reyes Martinez
hep-th/9703161,1997,The Continuous Series of Critical Points of the Two-Matrix Model at N -> infinity in the Double Scaling Limit,"S. Balaska, J. Maeder and W. Ruehl"
hep-th/9711024,1997,Factored coset models: A unifying approach to different bosonization schemes,"A N Theron, F G Scholtz and H B Geyer"
hep-th/9710201,1997,Twelve Dimensions and the D2-Brane Tension,Robert de Mello Koch
hep-th/9708034,1997,M(embrane) theory on $T^9$,P.K. Townsend
hep-th/9702099,1997,Torons and D-Brane Bound States,Z. Guralnik and S. Ramgoolam
hep-th/9703130,1997,Investigation of anomalous axial QED,C. Adam
hep-th/9704138,1997,Grassmannian Cohomolgy Rings and Fusion Rings from Algebraic Equations,Noureddine Chair
hep-th/9704005,1997,U-duality between Three and Higher Dimensional Black Holes,S. Hyun
hep-th/9707142,1997,Effective Potential for D-brane in Constant Electromagnetic Field,Shin'ichi Nojiri and Sergei D. Odintsov
hep-th/9711152,1997,Path integrals on a flux cone,"E. S. Moreira Jr. (IFT/UNESP, Sao Paulo)"
hep-th/9709023,1997,Supersymmetry breaking in M-theory,I. Antoniadis and M. Quiros
hep-th/9705125,1997,On The Planar Yang-Mills Theory,Djordje Minic
hep-th/9701186,1997,D-brane Dualities as Canonical Transformations,Y. Lozano (Univ. Utrecht)
hep-th/9706080,1997,Moving Frames Hierarchy and BF Theory,"Jyh-Hao Lee (Academia Sinica, Taipei) and Oktay K. Pashaev (JINR, Dubna)"
hep-th/9702125,1997,Quantum Dynamics in Classical Time Evolution of Correlation Functions,Christof Wetterich
hep-th/9701171,1997,String Field Equations from Generalized Sigma Model,K. Bardakci and L.M. Bernardo
hep-th/9703016,1997,IIB/M Duality and Longitudinal Membranes in M(atrix) Theory,Pei-Ming Ho and Yong-Shi Wu (Univ. of Utah)
hep-th/9703159,1997,Dynamical Supersymmetry Breaking,Witold Skiba (MIT)
hep-th/9701102,1997,The Quantization of the Chiral Schwinger Model based on the BFT-BFV formalism,"Won Tae Kim, Yong-Wan Kim, Mu-In Park, Young-Jai Park, and Sean J. Yoon"
hep-th/9709178,1997,Supersymmetry and gauge theory on Calabi-Yau 3-folds,"J.M. Figueroa-O'Farrill, A. Imaanpur and J. McCarthy"
hep-th/9710079,1997,Higher-dimensional Generalisations of the Euler Top Equations,"David B. Fairlie, Tatsuya Ueno"
hep-th/9701160,1997,Path-integral fermion-boson decoupling at finite temperature,"M.V.Man\'{\i}as, C.M. Na\'on and M.L.Trobo"
hep-th/9704211,1997,Collinear QCD Models,S. Dalley
hep-th/9709071,1997,Non-Abelian Duality Based on Non-Semi-Simple Isometry Groups,"Noureddine Mohammedi (Tours University, France)"
hep-th/9701178,1997,T-Duality without Quantum Corrections,"E. Alvarez, J. Borlaf and J.H. Le\'on (UAM, Madrid)"
hep-th/9703227,1997,A Note on Supersymmetry Breaking,Stephen D.H. Hsu and Myckola Schwetz (Yale U)
hep-th/9704137,1997,Quantum equivalence of sigma models related by non Abelian Duality Transformations,"L.K. Bal\'azs, J. Balog, P. Forg\'acs, N. Mohammedi, L.Palla and J. Schnittger"
hep-th/9711072,1997,Fermion Emission from Five-Dimensional Black Holes,Kazuo Hosomichi
hep-th/9711055,1997,Duality-Symmetric Eleven-Dimensional Supergravity and its Coupling to M-Branes,"Igor Bandos, Nathan Berkovits and Dmitri Sorokin"
hep-th/9702019,1997,Non-critical open strings beyond the semi-classical approximation,"J. Ambjorn (Niels Bohr Institute), K. Hayasaka (Hokkaido University) and R. Nakayama (Hokkaido University)"
hep-th/9703143,1997,Potentials and T-duality,S.F. Hewson and N.D. Lambert
hep-th/9709194,1997,Fermion zero-modes of a new constrained instanton in Yang-Mills-Higgs theory,F. R. Klinkhamer
hep-th/9705076,1997,Dualities in Supersymmetric Field Theories,P.C. Argyres
hep-th/9707031,1997,More on Screening and Confinement in 2D QCD,J. Sonnenschein
hep-th/9702055,1997,Lorentz Group derivable from Polarization Optics,"D. Han, Y. S. Kim, and M. E. Noz"
hep-th/9702100,1997,Aharonov-Bohm Problem for Spin-One,M.L. Horner and Alfred S. Goldhaber (SUNY Stony Brook)
hep-th/9706072,1997,Higher Order Graviton Scattering in M(atrix) Theory,"K. Becker, M. Becker, J. Polchinski, and A. Tseytlin"
hep-th/9710093,1997,Gauge Independence of the S-Matrix in the Causal Approach,"Andreas Aste, Michael D""utsch and G""unter Scharf"
hep-th/9704037,1997,Integrable Symplectic Trilinear Interaction Terms for Matrix Membranes,"Thomas Curtright, David Fairlie and Cosmas Zachos"
hep-th/9703080,1997,Principles of Discrete Time Mechanics: II. Classical field Theory,"George Jaroszkiewicz (1) and Keith Norton (1) ((1) Mathematics Department, University of Nottingham, UK)"
hep-th/9703182,1997,Dualities and phase transitions for Calabi-Yau 3folds and 4folds,"I. Brunner, M. Lynker, R. Schimmrigk"
hep-th/9705163,1997,A Chiral N=1 Type I Vacuum in Four Dimensions and Its Heterotic Dual,Zurab Kakushadze and Gary Shiu
hep-th/9706154,1997,Graceful exit problem and stress-energy-momentum tensors revisited in the two-dimensional string cosmology,Won Tae Kim and Myung Seok Yoon
hep-th/9705145,1997,Canonical Equivalence of a Generic 2D Dilaton Gravity Model and a Bosonic String Theory,J. Cruz and J. Navarro-Salas
hep-th/9701049,1997,Collapsing Shells and the Isoperimetric Inequality for Black Holes,G W Gibbons
hep-th/9712219,1997,"Comment on ""Duality of x and psi in quantum mechanics"" by Faraggi and Matone",J.L. Lucio (IFUG) and M. Ruiz-Altaba (IFUNAM)
hep-th/9701089,1997,"Bell's inequality, the Pauli exclusion principle and baryonic structure",Paul O'Hara (Northeastern Illinois University)
hep-th/9712036,1997,On the importance of the normalization,"Valeri V. Dvoeglazov (Escuela de Fisica, UAZ)"
hep-th/9707112,1997,On the Point-Splitting Method of the Commutator Anomaly of the Gauss Law Operators,"R. A. Bertlmann (Universitat Wien), Tomas Sykora (Charles University, Prague)"
hep-th/9704078,1997,3-dimensional Rules for Finite-Temperature Loops,"C. Dib, O. Espinosa, I. Schmidt"
hep-th/9702197,1997,Perturbative BPS-algebras in superstring theory,C.D.D. Neumann
hep-th/9703133,1997,Fundamental Strings and D-strings in the IIB Matrix Model,B. Sathiapalan
hep-th/9709142,1997,Chiral supersymmetric pp-wave solutions of IIA supergravity,"Cl. Gabriel, M. Rooman, Ph. Spindel"
hep-th/9709195,1997,An Approximate Large $N$ Method for Lattice Chiral Models,"Stuart Samuel (MPI, Columbia University and City College of New York)"
hep-th/9705159,1997,Variational Mass Perturbation Theory for Light-Front Bound-State Equations,"Koji Harada (1), Thomas Heinzl (2) and Christian Stern (2) ((1) Kyushu University, Japan, (2) Universitaet Regensburg, Germany)"
hep-th/9705094,1997,Transformation of Black-Hole Hair under Duality and Supersymmetry,"Enrique Alvarez, Patrick Meessen, Tomas Ortin"
hep-th/9712199,1997,More on Mixed Boundary Conditions and D-branes Bound States,M. M. Sheikh-Jabbari
hep-th/9706098,1997,A Strategy for a Vanishing Cosmological Constant in the Presence of Scale Invariance Breaking,Stephen L. Adler
hep-th/9704058,1997,Naked Black Holes,Gary T. Horowitz and Simon F. Ross
hep-th/9704155,1997,Abelian Projection of SU(2) Gluodynamics and Monopole Condensate,"M.N. Chernodub, M.I. Polikarpov and A.I. Veselov"
hep-th/9711089,1997,Gauge Dyonic Strings and Their Global Limit,"M.J. Duff, J. Liu, H. Lu and C.N. Pope"
hep-th/9706065,1997,"Electromagnetic fields in Schwarzschild and Reissner-Nordstr\""om geometry. Quantum corrections to the black hole entropy",Guido Cognola and Paola Lecca
hep-th/9712162,1997,T-duality and the Worldvolume Solitons of Five-Branes and KK-Monopoles,G. Papadopoulos
hep-th/9704100,1997,Oscillator Quantum Algebra and Deformed su(2) Algebra,Harunobu Kubo
hep-th/9707158,1997,"The Coulomb Branch of (4,4) Supersymmetric Field Theories in Two Dimensions",Duiliu-Emanuel Diaconescu and Nathan Seiberg
hep-th/9710217,1997,Comments on Black Holes in Matrix Theory,Gary T. Horowitz and Emil J. Martinec
hep-th/9709087,1997,Long-distance interactions of branes: correspondence between supergravity and super Yang-Mills descriptions,I. Chepelev and A.A. Tseytlin
hep-th/9702031,1997,Non-perturbative Enhanced Gauge Symmetries in the Gimon-Polchinski Orientifold,Dileep P. Jatkar
hep-th/9710132,1997,Question on D=26 --- String Theory versus Quantum Gravity ---,Mitsuo Abe and Noboru Nakanishi
hep-th/9709070,1997,Nahm's equations and root systems,Tomasz Brzezinski and Houari Merabet
hep-th/9712125,1997,Cohomological analysis of bosonic D-strings and 2d sigma models coupled to abelian gauge fields,"Friedemann Brandt, Joaquim Gomis, Joan Sim\'on"
hep-th/9705215,1997,The emergence of space-time gravitational physics as an effective theory from the c=1 matrix model,Avinash Dhar
hep-th/9702086,1997,p-brane Taxonomy,H. Lu and C.N. Pope
hep-th/9703058,1997,A comment on non-Abelian duality and the strong CP problem,Jakov Pfaudler
hep-th/9708075,1997,Duality in Superstring Compactifications with Magnetic Field Backgrounds,"I. Antoniadis, E. Gava, K.S. Narain, T.R. Taylor"
hep-th/9704094,1997,Large N and the renormalization group,Marco D'Attanasio and Tim R. Morris
hep-th/9706181,1997,Global Topology and Local Violation of Discrete Symmetries,Jeeva Anandan
hep-th/9702044,1997,On the Stability of the GPS Magnetic Monopole Solution,Bj{\o}rn Jensen and Parviz H. Mani
hep-th/9703045,1997,Coadjoint orbits of the Virasoro algebra and the global Liouville equation,"J. Balog, L. Feh\'er and L. Palla"
hep-th/9712245,1997,"Reply to Comment on ""Duality of x and psi in Quantum Mechanics""",A.E. Faraggi and M. Matone
hep-th/9702146,1997,Superrenormalizable gauge and gravitational theories,E. T. Tomboulis (UCLA)
hep-th/9707022,1997,Evaluation of Periods via Fibrations in Seiberg-Witten Theories and in Type-II String,Hisao Suzuki
hep-th/9708029,1997,F and M Theories as Gauge Theories of Area Preserving Algebra,Hirotaka Sugawara
hep-th/9712214,1997,Transmission of Supersymmetry Breaking from a 4-Dimensional Boundary,Eugene A. Mirabelli and Michael E. Peskin
hep-th/9702023,1997,A global anomaly from the Z-string,F. R. Klinkhamer and C. Rupp
hep-th/9708131,1997,On the Compton Scattering in String Theory,A. Pasquinucci and M. Petrini
hep-th/9702160,1997,Nonlinear modification of quantum mechanics,Peter Leifer
hep-th/9707092,1997,Order Parameter for Confinement in Large N Gauge Theories with Fundamental Matter,L.D. Paniak
hep-th/9704012,1997,Normal Modes of the B=4 Skyrme Soliton,"Chris Barnes, Kim Baskerville and Neil Turok"
hep-th/9711023,1997,Universal Spectral Correlators and Massive Dirac Operators,"P.H. Damgaard, S.M. Nishigaki"
hep-th/9710082,1997,"Supersymmetric Yang-Mills, octonionic instantons and triholomorphic curves","JM Figueroa-O'Farrill, C Koehl and B Spence"
hep-th/9711163,1997,Decoherent Scattering of Light Particles in a D-Brane Background,"John Ellis, P. Kanti, N.E. Mavromatos, D.V. Nanopoulos, E. Winstanley"
hep-th/9708158,1997,Effective action of quantum fields in the space-time of a cylindrically symmetric spinning body,J.A. Briginshaw
hep-th/9702088,1997,Dynamical Description of Spectral Flow in N=2 Superconformal Field Theories,"Leith Cooper, Ian I. Kogan and Richard J. Szabo"
