author1,author2,first_year,weight
Ke Wu,Zhujun Zheng,1996,1
Kee Yong Kim,Yong-Wan Kim,1994,1
Kee Yong Kim,Yongduk Kim,1994,2
Kee Yong Kim,Young-Jai Park,1994,2
Kei Ito,Nobuhito Maru,1997,1
Kei Miki,Michio Jimbo,1992,2
Kei Miki,Omar Foda,1993,1
Kei Miki,Takeo Kojima,1995,1
Kei Miki,Tetsuji Miwa,1992,2
Kei Miki,Yas-Hiro Quano,1995,1
Kei Shigetomi,Yukinori Nagatani,1999,1
Kei-Ichi Kondo,Kenji Ikegami,1995,1
Kei-Ichi Kondo,Takuya Iizuka,1994,1
Kei-Ichi Kondo,Toru Ebihara,1994,1
Kei-Ichi Kondo,Yutaro Taira,1999,1
Kei-Ichi Maeda,Misao Sasaki,1999,1
Kei-Ichi Maeda,Nobuyuki Sakai,1995,2
Kei-Ichi Maeda,Richard Easther,1995,2
Kei-Ichi Maeda,Sergei A. Sharakin,1999,1
Kei-Ichi Maeda,Shinji Mukohyama,1999,1
Kei-Ichi Maeda,Tetsuya Shiromizu,1999,2
Kei-Ichi Maeda,Yoonbai Kim,1995,2
Keiichi Akama,Takashi Hattori,2000,1
Keiichi Morikawa,Ken-Ichi Aoki,1998,4
Keiichi Morikawa,Masashi Tomoyose,1999,2
Keiichi Morikawa,Shin-Ichiro Kuroki,2001,1
Keiichi Morikawa,Takuya Morozumi,2001,1
Keiichi Morikawa,Wataru Souma,1998,2
Keiichi Nagao,Satoshi Iso,2002,3
Keiji Kikkawa,Kenji Hotta,1997,2
Keiji Kikkawa,Michihiko Sakamoto,1997,1
Keiji Oguiso,Shing-Tung Yau,2002,1
Keiji Oguiso,Shinobu Hosono,2002,1
Keisuke Ohashi,Taichiro Kugo,2001,3
Keisuke Ohashi,Tomoyuki Fujita,2001,2
Keitaro Takahashi,Tetsuya Shiromizu,2002,1
Keith A. Olive,Martin Lemoine,2000,1
Keith A. Olive,Nemanja Kaloper,1995,3
Keith A. Olive,Panagiota Kanti,2001,1
Keith A. Olive,Richard Madden,1995,2
Keith R. Dienes,Moshe Moshe,1995,2
Keith R. Dienes,Philip C. Argyres,1992,3
Keith R. Dienes,Robert C. Myers,1995,2
Keith R. Dienes,S.-H. Henry Tye,1992,1
Keith R. Dienes,Tony Gherghetta,2002,1
Keizo Matsubara,Mikael Smedback,2001,1
Keizo Matsubara,Volker Schomerus,2001,1
Keke Li,Matthias Staudacher,1994,1
Keke Li,Michael R. Douglas,1994,1
Kelly Kirklin,Neil Turok,2000,1
Kelly Kirklin,Toby Wiseman,2000,1
Ken D. Olum,Noah Graham,2002,1
Ken Halpern,Kerson Huang,1995,1
Ken Intriligator,Matt Kleban,2000,1
Ken Intriligator,Matthew J. Strassler,1999,1
Ken Intriligator,Mina Aganagic,2003,1
Ken Intriligator,Nicholas P. Warner,2003,1
Ken Intriligator,Paul Fendley,1992,3
Ken Intriligator,Philip C. Argyres,1999,1
Ken Intriligator,Robert G. Leigh,1999,1
Ken Intriligator,Sergio Cecotti,1992,1
Ken Kiers,Nathan Weiss,1993,1
Ken-Ichi Aoki,Masaki Taniguchi,1998,1
Ken-Ichi Aoki,Masashi Tomoyose,1999,3
Ken-Ichi Aoki,Wataru Souma,1998,2
Ken-Ichi Hiraizumi,Yoshihisa Ohshima,1995,1
Ken-Ichi Ishikawa,Kenji Fukazawa,1996,1
Ken-Ichi Ishikawa,Kezuhiro Yamamoto,1996,1
Ken-Ichi Ishikawa,Tomohiro Inagaki,1996,1
Kengo Maeda,Makoto Narita,2000,1
Kengo Maeda,Shigeaki Yahikozawa,2000,1
Kengo Maeda,Takashi Torii,2000,1
Kengo Maeda,Thomas Hertog,2003,1
Kenichi Konishi,Massimo Di Pierro,1996,1
Kenichi Konishi,Riccardo Guida,1994,2
Kenichi Konishi,Roberto Auzzi,2002,2
Kenichi Konishi,Roberto Grena,2002,1
Kenichi Konishi,S. Prem Kumar,2001,1
Kenichi Konishi,Stefano Bolognesi,2002,1
Kenichiro Aoki,Tomoyasu Ichihara,1995,1
Kenji Fukazawa,Kezuhiro Yamamoto,1996,1
Kenji Fukazawa,Tomohiro Inagaki,1996,1
Kenji Hotta,Michihiko Sakamoto,1997,1
Kenji Ikegami,Riuji Mochizuki,1997,2
Kenji Ikegami,Takayuki Suga,1997,2
Kenji Iohara,Makoto Idzumi,1992,1
Kenji Iohara,Michio Jimbo,1992,1
Kenji Iohara,Tetsuji Miwa,1992,1
Kenji Iohara,Tetsuji Tokihiro,1992,1
Kenji Iohara,Toshiki Nakashima,1992,1
Kenji Ito,Masashi Naganuma,1999,3
Kenji Ito,Norisuke Sakai,1999,3
Kenji Mohri,Sung-Kil Yang,2000,2
Kenji Mohri,Toshiya Kawai,1994,1
Kenji Mohri,Yoko Onjo,2000,1
Kenji Mohri,Yukiko Ohtake,2000,1
Kenji Sakamoto,Kiyoshi Shiraishi,2002,3
Kenji Sakamoto,Nahomi Kan,2002,2
Kenji Suzuki,Tadahito Nakajima,2002,1
Kenji Yamamoto,Takehisa Fujita,1996,1
Kenji Yamamoto,Yasuyuki Sekiguchi,1996,1
Kenneth G. Wilson,Martina Brisudova,1994,1
Kenneth G. Wilson,Stanislaw D. Glazek,1997,2
Kenneth Halpern,Kerson Huang,1994,1
Kenneth Intriligator,Peter Cho,1998,1
Kenneth Intriligator,Scott Thomas,1996,2
Kenneth Intriligator,Witold Skiba,1999,1
Kenneth J. Lovis,Robert C. Myers,2002,1
Kenneth Johnson,Nuria Rius,1992,1
Kenneth Johnson,Peter E. Haagensen,1994,3
Kentaro Hori,Mina Aganagic,2001,2
Kentaro Hori,Oren Bergman,2000,1
Kentaro Hori,Piljin Yi,2000,2
Kentaro Hori,Robbert Dijkgraaf,2001,1
Kentaro Hori,Savdeep Sethi,2001,1
Kentaro Hori,Sung-Kil Yang,1996,1
Kentaro Hori,Tohru Eguchi,1996,4
Kentaro Hori,Yaron Oz,1996,8
Kentaro Hori,Zheng Yin,1996,2
Kentaroh Yoshida,Noriko Nakayama,2002,1
Kentaroh Yoshida,Wataru Souma,2001,1
Kenzo Ogure,Tomohiro Inagaki,1997,1
Keshav Dasgupta,Kyungho Oh,2000,4
Keshav Dasgupta,Mark Van Raamsdonk,2002,2
Keshav Dasgupta,Melanie Becker,2003,2
Keshav Dasgupta,Mohammad M. Sheikh-Jabbari,2002,2
Keshav Dasgupta,Ori J. Ganor,2000,2
Keshav Dasgupta,Paul S. Green,2003,1
Keshav Dasgupta,Radu Tatar,2000,4
Keshav Dasgupta,Renata Kallosh,2002,1
Keshav Dasgupta,Savdeep Sethi,1999,2
Keshav Dasgupta,Sergey Prokushkin,2003,1
Keshav Dasgupta,Seungjoon Hyun,2000,1
Keshav Dasgupta,Shinji Hirano,2002,1
Keshav Dasgupta,Shoibal Chakravarty,2000,1
Keshav Dasgupta,Sunil Mukhi,1995,9
Keshav Dasgupta,Zheng Yin,2000,1
Kevin Cahill,Mario Serna,2002,1
Kevin E. Thompson,Patrick Dorey,1996,1
Kevin E. Thompson,Roberto Tateo,1996,1
Kezuhiro Yamamoto,Tomohiro Inagaki,1996,1
Kh. Saaidi,M. Alimohammadi,2000,1
Kh. Saaidi,M. R. Setare,2002,2
Khaled Abdel-Khalek,Stefano De Leo,1996,2
Khaled Saaidi,Mohammad Khorrami,2000,2
Khalil M. Bitar,Rajamani Narayanan,1997,1
Khalil M. Bitar,Urs M. Heller,1997,1
Khazret Nirov,Mikhail Plyushchay,1997,3
Khazret S. Nirov,Valery A. Rubakov,1995,1
Khosrow Chadan,N. N. Khuri,1998,1
Khosrow Chadan,Tai Tsun Wu,1998,1
Ki Boum Eom,Sung-Shig Kang,2002,1
Ki Hyuk Yee,Won Tae Kim,2002,1
Kim Baskerville,Neil Turok,1997,1
Kim Baskerville,Robin Michaels,1998,1
Kimball A. Milton,Sergei D. Odintsov,2000,4
Kimball A. Milton,Sergio Zerbini,2001,1
Kimball A. Milton,Shinichi Nojiri,2000,1
Kimball A. Milton,V. N. Marachevsky,1998,1
Kimball A. Milton,V. V. Nesterenko,1997,1
Kimball A. Milton,Van M. Savage,1999,1
Kimball A. Milton,Y. Jack Ng,1996,2
Kimio Ueno,Michitomo Nishizawa,1994,1
Kimyeong Lee,Kyoungtae Kimm,1995,2
Kimyeong Lee,Piljin Yi,1995,13
Kimyeong Lee,Sang-Heon Yi,2002,2
Kimyeong Lee,Sangheon Yi,2000,1
Kimyeong Lee,Seok Kim,2001,1
Kimyeong Lee,Taejin Lee,1995,4
Kimyeong Lee,Yoonbai Kim,1992,2
Kimyeong M. Lee,Nakwoo Kim,2002,1
Kimyeong M. Lee,Piljin Yi,2002,1
Kin-Wang Ng,Shih-Yuin Lin,1997,1
Kin-Wang Ng,Tzuu-Kang Chyi,1999,1
Kin-Wang Ng,W. F. Kao,1999,1
Kin-Ya Oda,Seong Chan Park,2002,1
Kings College,London,1995,1
Kirill A. Kazakov,Petr I. Pronin,1999,1
Kirill Ilinski,N. V. Borisov,1996,1
Kirill Krasnov,Koji Hashimoto,2001,1
Kirill Krasnov,Laurent Freidel,1998,5
Kirill Melnikov,Marvin Weinstein,2001,2
Kirill. A. Kazakov,Petr. I. Pronin,1998,2
Kirk Kaminsky,Yuji Okawa,2003,1
Kiyoshi Ezawa,Koichi Murakami,1997,1
Kiyoshi Ezawa,Yutaka Matsuo,1997,1
Kiyoshi Hayasaka,Ryuichi Nakayama,1999,2
Kiyoshi Higashijima,Makoto Tsuzuki,2000,1
Kiyoshi Higashijima,Muneto Nitta,1997,15
Kiyoshi Higashijima,Naoto Yokoi,2001,1
Kiyoshi Higashijima,Nobuyoshi Ohta,1997,1
Kiyoshi Higashijima,Tetsuji Kimura,2000,7
Kiyoshi Kamimura,Machiko Hatsuda,1997,10
Kiyoshi Kamimura,Makoto Sakaguchi,2000,5
Kiyoshi Kamimura,Mitsuko Abe,1999,1
Kiyoshi Kamimura,Rie Kuriki,1998,1
Kiyoshi Kamimura,Sayaka Sekiya,1999,1
Kiyoshi Kamimura,Sinobu Makita,1992,1
Kiyoshi Kamimura,Takashi Tokunaga,1999,1
Kiyoshi Kamimura,Takeshi Fukuyama,1992,1
Kiyoshi Kamimura,Toni Mateos,2000,1
Kiyoshi Kamimura,Yuji Igarashi,1998,3
Kiyoshi Okuyama,Takuya Hayashi,1998,2
Kiyoshi Okuyama,Yoshihisa Ohshima,1998,3
Kiyoshi Shiraishi,Nahomi Kan,2002,2
Kiyoshi Shiraishi,Yoshitaka Degura,2000,1
Kiyoung Lee,Warren Siegel,2003,1
Klaus Behrndt,Marina Shmakova,1996,2
Klaus Behrndt,Mirjam Cvetic,1997,8
Klaus Behrndt,Rein Halbersma,1999,1
Klaus Behrndt,Renata Kallosh,1995,3
Klaus Behrndt,Sergei Gukov,2000,2
Klaus Behrndt,Stefan Forste,1997,1
Klaus Behrndt,Stefan Schwager,1997,1
Klaus Behrndt,Steven Thomas,2000,1
Klaus Behrndt,Swapna Mahapatra,1997,1
Klaus Behrndt,Thomas Mohaupt,1996,3
Klaus Behrndt,Wafic A. Sabra,1997,3
Klaus Behrndt,Wafic. A. Sabra,1997,1
Klaus Behrndt,Wing Kai Wong,1996,1
Klaus D. Rothe,Soon-Tae Hong,2002,3
Klaus D. Rothe,Yong-Wan Kim,1997,3
Klaus D. Rothe,Young-Jai Park,2002,2
Klaus Fredenhagen,Michael Duetsch,2001,2
Klaus Fredenhagen,Romeo Brunetti,1997,1
Klaus Fredenhagen,Sergio Doplicher,2003,1
Klaus Junemann,Olaf Lechtenfeld,1997,3
Klaus Kirsten,Luciano Vanzo,1993,3
Klaus Kirsten,Marcelo De Francia,2000,2
Klaus Kirsten,Peter Gilkey,2000,4
Klaus Kirsten,Sergei Odintsov,1993,3
Klaus Kirsten,Sergio Zerbini,1993,3
Klaus Kirsten,Stuart Dowker,2000,2
Klaus Lang,Werner Ruehl,1993,1
Klaus Sibold,Rainer Haeussling,1998,1
Klaus Sibold,Rainer Scharf,2001,1
Klaus Sibold,Yi Liao,2002,3
Ko Furuta,Masayoshi Yamamoto,2002,3
Ko Furuta,Muneto Nitta,2001,1
Ko Furuta,Takeo Inami,2000,5
Koenraad Schalm,Peter Van Nieuwenhuizen,1997,2
Koichi Hayashi,Toshiharu Samura,1994,1
Koichi Murakami,Yutaka Matsuo,1997,1
Koichi Seo,Rika Endo,2001,1
Koichi Yamawaki,Masa-Aki Taniguchi,2001,1
Koichi Yamawaki,Masaki Sugiura,1994,1
Koichi Yamawaki,Satoshi Yamada,2001,1
Koichi Yamawaki,Sho Tsujimaru,1995,1
Koichi Yamawaki,Shozo Uehara,2001,1
Koichi Yamawaki,Taichi Itoh,1994,1
Koichi Yamawaki,V. A. Miransky,1996,1
Koichi Yamawaki,Yoonbai Kim,1994,2
Koichi Yoshioka,Takayuki Hirayama,1998,1
Koji Harada,Masa-Aki Taniguchi,1993,4
Koji Harada,Masanobu Yahiro,1993,1
Koji Harada,Takanori Sugihara,1993,1
Koji Harada,Thomas Heinzl,1997,1
Koji Hashimoto,Naoki Sasakura,1998,3
Koji Hashimoto,Norisuke Sakai,2002,1
Koji Hashimoto,Pei-Ming Ho,2002,2
Koji Hashimoto,Piljin Yi,2002,1
Koji Hashimoto,Sanefumi Moriyama,1999,2
Koji Hashimoto,Satoshi Nagaoka,2002,3
Koji Hashimoto,Shinji Hirano,2001,2
Koji Hashimoto,Takayuki Hirayama,2000,2
Kong-Ju-Bock Lee,Soonkeon Nam,1994,2
Konrad Urlichs,Michael Thies,2003,1
Konstadinos Sfetsos,Mans Henningson,1998,1
Konstadinos Sfetsos,Rafael Hernandez,2002,3
Konstantin G. Savvidy,Oyvind Tafjord,1999,1
Konstantin G. Savvidy,Troels Harmark,2000,1
Konstantinos Anagnostopoulos,Leping Han,1993,1
Konstantinos Anagnostopoulos,Marco Falcioni,1993,1
Konstantinos Anagnostopoulos,Mark Bowick,1993,1
Konstantinos Anagnostopoulos,Paul Coddington,1993,1
Koos De Vos,Peter Van Driel,1995,1
Kor Van Hoof,Piet Claus,1999,1
Korkut Bardakci,Luis M. Bernardo,1995,1
Kostantin Styrkas,Pavel Etingof,1994,1
Kostas N. Orginos,Richard C. Brower,1996,1
Kostas Skenderis,Mans Henningson,1998,3
Kostas Skenderis,Marc Henneaux,1999,1
Kostas Skenderis,Marika Taylor,2002,4
Kostas Skenderis,Massimo Bianchi,2001,2
Kostas Skenderis,Paul K. Townsend,1999,1
Kostas Skenderis,Peter Van Nieuwenhuizen,1995,4
Kostas Skenderis,Sebastian De Haro,2000,4
Kostas Skenderis,Sergey N. Solodukhin,1999,3
Kostas Skenderis,Tobias Hurth,1998,3
Kota Yoshioka,Toshiya Kawai,2000,1
Kouichi Toda,Masashi Hamanaka,2002,2
Koushik Ray,Subir Mukhopadhyay,1997,3
Kris Thielemans,Sergey Krivonos,1995,1
Kris Thielemans,Stefan Vandoren,1995,1
Kris Thielemans,Walter Troost,1993,2
Krishna Rai Dastidar,T K Rai Dastidar,1999,1
Krishna Rai Dastidar,T. K. Rai Dastidar,1999,1
Krishnendu Dasgupta,M. Sami,1999,1
Krishnendu Dasgupta,Pankaj Sharan,1999,1
Kristian D. Kennaway,Nicholas P. Warner,2002,1
Kristian D. Kennaway,Nick Halmagyi,2002,2
Kristian D. Kennaway,Richard Corrado,2002,2
Kristian D. Kennaway,Sujay K. Ashok,2002,1
Kristin Foerger,Stefan Theisen,1996,1
Kristin Forger,Stefan J. Theisen,1996,1
Kristin Schleich,Sumati Surya,2001,1
Krzysztof A. Meissner,Marcin P. Flak,2003,1
Krzysztof A. Meissner,Marek Olechowski,1999,5
Krzysztof A. Meissner,Nemanja Kaloper,1997,1
Krzysztof A. Meissner,Zbigniew Jaskolski,1993,2
Krzysztof Gawedzki,Nuno Reis,2002,1
Krzysztof Gawedzki,Pascal Tran-Ngoc-Bich,1998,2
Krzysztof Meissner,Nemanja Kaloper,1997,1
Krzysztof Pilch,Massimo Bianchi,2000,1
Krzysztof Pilch,Nicholas P. Warner,2000,4
Krzysztof Pilch,Oliver Dewolfe,2000,1
Krzysztof Pilch,Peter Bouwknegt,1992,5
Krzysztof Pilch,Richard Corrado,2001,1
Kumar S. Gupta,Pijush K. Ghosh,2002,3
Kumar S. Gupta,Siddhartha Sen,2001,4
Kun Shen,Yu-Ping Kuang,1998,1
Kuniharu Kubodera,Soon-Tae Hong,2000,1
Kuniharu Kubodera,Young-Jai Park,2000,1
Kunihiko Uehara,Takesi Saito,1996,3
Kunio Funahashi,Seiji Sakoda,1995,2
Kunio Funahashi,Shuji Nima,1995,1
Kunio Funahashi,Taro Kashiwa,1995,2
Kuo-Cheng Lee,Su-Long Nyeo,1993,1
Kurt Haller,Lusheng Chen,1995,6
Kurt Haller,Mario Belloni,1995,2
Kurt Haller,Y. S. Choi,1999,1
Kurt Just,Zbigniew Oziewicz,2000,2
Kurt Langfeld,Laurent Moyaerts,2002,2
Kurt Lechner,Marco Cariglia,2002,1
Kurt Lechner,Mario Tonin,1995,5
Kurt Lechner,Paolo Pasti,1997,2
Kurt Lechner,Pieralberto Marchetti,2001,2
Kwan-Leung Chan,Mirjam Cvetic,1995,1
Kwang-Sup Soh,Rong-Gen Cai,1998,2
Kwang-Sup Soh,Sang Pyo Kim,1998,2
Kwang-Sup Soh,Sung Ku Kim,1998,5
Kwanghoon Hahm,Kyoungho Han,1997,1
Kyoichi Tsurusaki,Tetsuo Deguchi,1992,1
Kyoungtae Kimm,Taejin Lee,1995,2
Kyoungtae Kimm,Y. M. Cho,1997,2
Kyoungtae Kimm,Yoonbai Kim,1998,1
Kyriakos Tamvakis,Panagiota Kanti,2001,2
Kyun Nahm,Wen-Fa Lu,2001,3
Kyung Hyun Cho,Sang Pyo Kim,1995,1
Kyungho Oh,Mihail Mihailescu,1999,1
Kyungho Oh,Radu Tatar,1997,21
Kyungho Oh,Robert De Mello Koch,1998,1
Kyungho Oh,Sang-Jin Sin,1997,1
Kyungho Oh,Seungjoon Hyun,2000,1
Kyungho Oh,Soonkeon Nam,1997,1
L Baulieu,S. L. Shatashvili,1998,1
L. A. Abramyan,V. I. Berezhiani,1996,1
L. A. Ferreira,L. Bonora,2002,1
L. A. Ferreira,M. V. Saveliev,1994,2
L. A. Ferreira,O. Babelon,2002,1
L. A. Ferreira,Orlando Alvarez,1999,1
L. A. Ferreira,R. M. Ricotta,1992,1
L. A. Ferreira,R. T. Medeiros,1993,1
L. A. J London,P. K. Townsend,1992,1
L. A. J. London,M. E. X. Guimar~Aes,1995,1
L. A. J. London,P. K. Townsend,1993,1
L. A. Malysheva,P. M. Lavrov,2002,1
L. A. Malysheva,P. Yu. Moshin,2002,1
L. A. S. Machado,P. A. Maia Neto,2002,2
L. Accardi,S. V. Kozyrev,1995,1
L. Accardi,Y. G. Lu,1994,2
L. Akant,S. G. Rajeev,2001,2
L. Alvarez-Gaume,M. A. Vazquez-Mozo,1992,1
L. Alvarez-Gaume,M. Marino,1996,2
L. Alvarez-Gaume,R. Zwicky,2001,1
L. Alvarez-Gaume,S. F. Hassan,1997,1
L. Alvarez-Gaume,Y. Lozano,1993,3
L. Andrianopoli,L. Gualtieri,2000,1
L. Andrianopoli,M. A. Lledo,1998,7
L. Andrianopoli,M. Bertolini,1996,2
L. Andrianopoli,M. Derix,2000,1
L. Andrianopoli,M. Trigiante,1996,3
L. Andrianopoli,P. Fre,1996,6
L. Andrianopoli,R. Dauria,1996,21
L. Andrianopoli,R. Minasian,1996,1
L. Andrianopoli,S. Ferrara,1996,21
L. Andrianopoli,T. Magri,1996,1
L. Anguelova,P. Langfelder,2003,1
L. Baulieu,M. Picco,1997,1
L. Baulieu,N. Nekrasov,1997,2
L. Baulieu,N. Ohta,1997,1
L. Baulieu,P. A. Grassi,2000,1
L. Begin,L. Lapointe,2001,1
L. Begin,M. A. Walton,1992,3
L. Begin,P. Jacob,2003,1
L. Begin,P. Mathieu,1992,6
L. Benoit,Y. Saint-Aubin,1992,1
L. Bergamin,P. Minkowski,2000,3
L. Bergamin,W. Kummer,2002,1
L. Bergstrom,U. H. Danielsson,2002,1
L. Bonora,L. P. Colatto,1996,1
L. Bonora,M. M. Sheikh-Jabbari,2000,1
L. Bonora,M. Rinaldi,1997,3
L. Bonora,M. Salizzoni,2000,6
L. Bonora,M. Schnabl,2000,2
L. Bonora,Q. P. Liu,1994,1
L. Bonora,R. Paunov,1992,1
L. Bonora,S. Krivonos,1996,1
L. Bonora,S. Terna,1999,1
L. Bonora,V. Bonservizi,1992,2
L. Borisov,M. B. Halpern,1997,1
L. Boulton,M. P. Garcia Del Moral,2002,1
L. Brink,M. A. Vasiliev,1992,3
L. Brink,P. Ramond,2002,1
L. Brink,R. R. Metsaev,2000,1
L. Brink,S. Konstein,1993,1
L. Brink,T. H. Hansson,1992,2
L. Brink,X. Xiong,2002,1
L. Burakovsky,L. P. Horwitz,1994,8
L. Burakovsky,W. C. Schieve,1995,3
L. C. Albuquerque,S. J. Rabello,1994,1
L. C. Biedenharn,L. P. Horwitz,1995,1
L. C. Biedenharn,M. Tarlini,1993,1
L. C. De Albuquerque,M. Gomes,1999,2
L. C. De Albuquerque,Silvio J. Rabello,1994,1
L. C. Liu,M Tomaselli,2002,1
L. C. Liu,S. Fritzsche,2002,1
L. C. Liu,T. Kuehl,2002,1
L. C. Liu,W. Noertershaeuser,2002,1
L. C. Malacarne,M. Gomes,1997,4
L. C. Martin,T. N. Sherry,1996,1
L. C. Q. Vilar,M. B. D. Silva Maia Porto,1998,1
L. C. Q. Vilar,M. Carvalho,1995,3
L. C. Q. Vilar,M. Henneaux,1997,1
L. C. Q. Vilar,M. Martellini,1997,1
L. C. Q. Vilar,M. S. Sarandy,2001,1
L. C. Q. Vilar,M. Zeni,1997,1
L. C. Q. Vilar,N. Maggiore,2000,1
L. C. Q. Vilar,O. S. Ventura,1997,8
L. C. Q. Vilar,S. P. Sorella,1995,16
L. C. Q. Vilar,V. E. R. Lemes,1997,8
L. C. Q. Villar,O. S. Ventura,1999,1
L. C. Q. Villar,S. P. Sorella,1999,1
L. C. Q. Villar,V. E. R. Lemes,1999,1
L. C. R. Wijewardhana,P. Suranyi,2002,1
L. C. T. De Brito,M. Gomes,2003,1
L. C. T. De Brito,Silvana Perez,2003,1
L. Caneschi,M. Lysiansky,1996,1
L. Cantini,P. Menotti,2000,3
L. Cappiello,M. Abud,1995,1
L. Cappiello,R. Marotta,1998,3
L. Cappiello,R. Pettorino,1998,3
L. Cappiello,V. Marotta,2001,1
L. Cappiello,W. Mueck,2001,1
L. Castellani,L. Sommovigo,2000,2
L. Castellani,M. Trigiante,1998,1
L. Castellani,P. Aschieri,1992,4
L. Castellani,P. Fre,1998,1
L. Castellani,R. Dauria,1998,1
L. Castellani,S. Ferrara,1998,1
L. Cerny,O. Navratil,1992,1
L. Cervi,L. Griguolo,2001,1
L. Chao,Q. P. Liu,1995,1
L. Chekhov,Yu. Makeenko,1992,4
L. Cooper,R. J. Szabo,1997,1
L. Cornalba,M. S. Costa,2002,2
L. Cornalba,Miguel S. Costa,2002,1
L. Cosmai,M. Consoli,1995,2
L. Cosmai,P. Cea,1995,2
L. Cosmai,R. Fiore,1995,2
L. D. Faddeev,O. Tirkkonen,1995,1
L. D. Faddeev,P. N. Pyatov,1994,1
L. D. Faddeev,R. M. Kashaev,1993,4
L. D. Lantsman,V. N. Pervushin,2002,1
L. D. Paniak,P. Orland,2000,1
L. D. Paniak,R. J. Szabo,1995,6
L. D. Paniak,S. Jaimungal,1997,1
L. Dabrowski,R. Floreanini,1993,1
L. Dabrowski,V. Husain,1993,1
L. Dabrowski,V. K. Dobrev,1993,1
L. Demopoulos,M. A. Clayton,1993,1
L. Di Fiore,M. A. Manko,1993,2
L. Di Fiore,Manko,1994,1
L. Di Fiore,N. A. Ansari,1994,1
L. Di Fiore,Nadeem A. Ansari,1993,1
L. Di Fiore,R. Romano,1994,1
L. Di Fiore,S. Solimeno,1993,2
L. Di Fiore,V. I. Manko,1993,1
L. Dixon,M. Perelstein,1998,6
L. Dixon,M. Perelstien,2000,1
L. Dixon,M. Trigante,2000,1
L. Dixon,Z. Bern,1993,9
L. Dolan,M. Langham,1997,2
L. Dolan,P. Goddard,1994,1
L. Dolan,P. Montague,1994,1
L. Dolan,S. Horvath,1995,1
L. Driesen,M. Stingl,1998,2
L. E. Ibanez,R. Rabadan,1998,4
L. E. Ibanez,S. Franco,2000,1
L. E. Oxman,M. C. Rocca,1996,1
L. E. Oxman,M. Kruczenski,1996,1
L. E. Oxman,M. Rocca,1995,1
L. E. Oxman,O. S. Ventura,2000,1
L. E. Oxman,S. P. Sorella,1998,6
L. E. Oxman,V. E. R. Lemes,2000,1
L. E. Saltini,M. C. B. Abdalla,1993,1
L. E. Saltini,O. H. G. Branco,1993,1
L. Everett,M. Cvetic,1997,1
L. Everett,M. Cvetiv C,1999,1
L. Everett,P. Langacker,1997,2
L. F. Alday,M. Cirafici,2003,2
L. F. Urrutia,M. Reyes,2003,1
L. F. Urrutia,N. Morales,1996,1
L. F. Urrutia,R. Gambini,1997,1
L. F. Urrutia,R. Medina,1997,1
L. Fatibene,M. Francaviglia,2001,1
L. Fatibene,R. B. Mann,2002,1
L. Fatibene,R. Clarkson,2002,1
L. Feher,L. Oraifeartaigh,1992,3
L. Feher,L. Palla,1997,6
L. Feher,P. Ruelle,1992,2
L. Feher,W. Eholzer,1997,1
L. Frappat,P. Sorba,1992,7
L. Frappat,S. Sciuto,1995,1
L. Freidel,R. De Pietri,1999,1
L. Freidel,R. Puzio,1999,1
L. G. Mardoyan,M. Kibler,1994,1
L. G. Mardoyan,V. M. Ter--Antonyan,1998,1
L. G. Mardoyan,V. M. Ter-Antonyan,1996,3
L. Gallot,M. Billo,2001,2
L. Gallot,M. Frau,1999,3
L. Gallot,P. Strigazzi,1999,4
L. Girardello,M. Billo,1992,2
L. Girardello,M. Petrini,1998,3
L. Girardello,M. Porrati,1994,11
L. Girardello,M. Trigiante,1996,2
L. Girardello,P. Fre,1992,7
L. Girardello,P. Soriani,1992,3
L. Girardello,S. Ferrara,1995,2
L. Griguolo,M. Alvarez,1995,1
L. Griguolo,P. Valtancoli,2001,1
L. Griguolo,P. Zanca,1993,1
L. Griguolo,R. Jackiw,1996,1
L. Griguolo,R. Percacci,1995,1
L. Griguolo,S. Deser,1997,5
L. Griguolo,S.-Y. Pi,1996,1
L. Griguolo,U. Aglietti,1996,1
L. Gualtieri,M. Trigiante,1998,2
L. Gualtieri,P. Fre,1998,3
L. Gualtieri,P. Fre`,1999,1
L. Gualtieri,P. Termonia,1998,2
L. Gualtieri,R. Dauria,1998,1
L. Guieu,V. Yu. Ovsienko,1994,1
L. H. Ford,N. F. Svaiter,1994,1
L. H. Ryder,M. S. Ody,1994,1
L. H. Yu,Sun,1993,1
L. Hadasz,M. Rocek,2001,1
L. Hadasz,M. Sadzikowski,1998,1
L. Hadasz,P. Wegrzyn,1998,1
L. Hadasz,R. Von Unge,2001,1
L. Hadasz,U. Lindstrom,2001,1
L. Hadasz,V. V. Nesterenko,1999,1
L. Hlavaty,L. Snobl,2001,1
L. Hoffmann,L. Mesref,2000,4
L. Hoffmann,T. Leonhardt,2001,1
L. Hoffmann,W. Ruehl,2000,4
L. Hoffmann,W. Ruhl,2001,2
L. Houart,P. West,2003,1
L. Houart,P. Windey,1997,1
L. Houart,R. Argurio,1997,5
L. Huiszoon,M. De Roo,1998,1
L. Jenkovszky,M. Kibler,1994,1
L. Jonke,S. Meljanac,2002,2
L. Jonke,V. Bardek,1994,4
L. K. Balazs,L. Palla,1997,1
L. K. Balazs,N. Mohammedi,1997,1
L. K. Balazs,P. Forgacs,1997,1
L. K. Hadjiivanov,M. Dubois-Violette,1999,1
