author,first_year,n_papers,affiliations_seen
Shane J. Hughes,1993,1,[]
Shao Liu,1994,1,[]
Shao-Ming Fei,1994,5,[]
Shao-Shiung Lin,1997,3,[]
Shao-Xia Chen,2002,3,[]
Sharad Shrivastava,2002,1,[]
Sharmanthie Fernando,1998,3,[]
Shau-Jin Chang,1993,1,[]
She-Sheng Xue,1995,5,[]
Sheldon Katz,1992,14,[]
Sheldon L. Glashow,2001,1,[]
Sheng Li,1998,5,[]
Shervgi S. Shahverdiyev,1998,1,[]
Shervgi Shahverdiyev,2001,2,[]
Shesansu Sekhar Pal,2001,6,[]
Shi Kangjie,2002,1,[]
Shi-Hao Chen,2002,2,[]
Shi-Kun Wang,1998,2,[]
Shi-Shyr Roan,1995,6,[]
Shibaji Roy,1992,31,"['Saha Institute', 'Saha Inst.']"
Shibusa Yuuichirou,2000,2,[]
Shigeaki Yahikozawa,1994,6,[]
Shigefumi Naka,1999,1,[]
Shigeki Sugimoto,1997,7,[]
Shigemitsu Tomizawa,1998,2,[]
Shigenori Seki,1999,5,"['Kobe Univ.', 'Kyoto Univ.']"
Shigeo Fujita,2002,1,[]
Shih-Yuin Lin,1997,1,[]
Shihao Chen,2001,1,[]
Shijong Ryang,1995,16,[]
Shikun Wang,1996,1,[]
Shimon Levit,1993,2,['Weizmann Institute']
Shimon Yankielowicz,1992,12,['Tel Aviv University']
Shin Nakamura,2000,5,"['YITP Kyoto', 'Kyoto']"
Shin-Ichi Kojima,1994,3,[]
Shin-Ichiro Kuroki,2001,4,[]
Shing-Tung Yau,1994,11,[]
Shinich Nojiri,1993,1,[]
Shinichi Deguchi,1996,7,"['AERI, Nihon University']"
Shinichi Imai,2000,2,[]
Shinichi Nojiri,1992,94,[]
Shinji Abe,1999,1,[]
Shinji Hamamoto,1995,7,"['Toyama Univ.', 'Toyama University']"
Shinji Hirano,1994,11,[]
Shinji Mukohyama,1996,14,[]
Shinji Tsujikawa,2002,3,['Univ. of Tokyo']
Shinobu Hikami,1992,4,[]
Shinobu Hosono,2002,2,[]
Shinpei Kobayashi,2000,3,[]
Shinsaku Kitakado,1996,1,[]
Shinsuke Kawai,2001,4,[]
Shinsuke M. Nishigaki,1997,3,[]
Shinsuke Nishigaki,1993,3,[]
Shinya Kanemura,1995,2,[]
Shinya Tamura,1994,2,[]
Shinya Wada,1994,7,[]
Shiraz Minwalla,1997,15,[]
Shivaji L. Sondhi,2000,1,['Princeton University']
Shlomo S. Razamat,2002,2,[]
Shmuel Elitzur,1998,7,[]
Shmuel Nussinov,1997,2,[]
Sho Tanaka,1998,3,[]
Sho Tsujimaru,1995,1,[]
Shogo Aoyama,1995,4,[]
Shogo Tanimura,1993,16,"['Nagoya University', 'Kyoto University']"
Shogo Tominaga,2001,2,[]
Shoibal Chakravarty,2000,1,[]
Shoichi Ichinose,1993,22,['Univ. of Shizuoka']
Shoichi Kawamoto,2000,1,[]
Shoko Hayakawa,2001,1,[]
Shou-Cheng Zhang,2002,1,[]
Shozo Uehara,1993,12,['Nagoya Univ.']
Shuhei Mano,1998,1,[]
Shuichi Nakamura,1995,1,[]
Shuji Nima,1992,2,[]
Shujuan Liu,2002,1,[]
Shun-Ichi Yamaguchi,1992,4,[]
Shun-Pei Miao,2001,1,[]
Shunichi Shinohara,2000,1,['Kyoto Univ.']
Shunsuke Teraguchi,2001,2,"['Kyoto Univ', 'Kyoto Univ.']"
Shunya Mizoguchi,1992,14,['KEK Tanashi']
Shyamoli Chaudhuri,1992,19,[]
Si 94-15,1994,1,[]
Sicong Jing,1998,3,[]
Siddhartha Sen,1993,20,"['Trinity College, Dublin,IACS, Calcutta', 'School of Mathematics, Trinity College, Dublin, Ireland,IACS, India']"
Sidney Coleman,1992,2,[]
Sigurd Schelstraete,1994,2,[]
Silas R. Beane,1997,2,[]
Silvana Perez,2001,5,[]
Silvia Penati,1992,12,['U. of Milano-Bicocca']
Silvia Vaul`A,2001,2,[]
Silvia Vaula,2000,5,[]
Silvia Vaula`,2001,1,[]
Silvio De Siena,1993,1,[]
Silvio J. Rabello,1993,7,[]
Silvio P. Sorella,1992,5,['2']
Silvio Pallua,1995,4,[]
Silvio Paolo Sorella,1995,1,[]
Simeon Hellerman,1997,12,"['Stanford U. ITP,SLAC']"
Simeon Vishik,1993,3,[]
Simon Davis,1994,9,[]
Simon F. Ross,1997,18,[]
Simon Hands,1994,1,[]
Simon Lyakhovich,2001,3,[]
Simon Scott,1999,1,[]
Simone Artz,1994,2,[]
Simone Lelli,2000,3,[]
Sinisa Karnas,1997,1,[]
Sinji Hamamoto,2000,1,['Toyama Univ']
Sinobu Makita,1992,1,[]
Siye Wu,1992,2,[]
Skuli Gudmundsson,2002,2,[]
Slava G. Turyshev,1995,2,[]
Slava Zhukov,1999,3,[]
So Matsuura,2000,5,[]
So-Young Pi,1992,7,['Boston University']
Soeren Koester,2003,1,[]
Somasri Sen,2002,2,[]
Somdatta Bhattacharya,1998,5,[]
Somdatta Bhattacharyya,2002,1,[]
Sonia Paban,1995,7,[]
Sonia Stanciu,1993,11,[]
Soo-Jong Rey,1992,48,"['Seoul National University', 'Seoul National Univ.']"
Soo-Young Lee,1996,7,[]
Soon-Tae Hong,1998,11,[]
Soonkeon Nam,1993,27,"['Harvard,Kyung Hee Univ.', 'Kyung Hee Univ.']"
Sophie De Buyl,2002,1,[]
Sophie Pelland,1999,2,[]
Soren Koster,1994,1,[]
Sorin Cucu,2000,5,[]
Sorin Marculescu,2002,1,[]
Sortelano A. Diniz,2002,1,[]
Sortelano Araujo Diniz,2000,2,"['UFES, Brazil']"
Soumitra Sengupta,1994,14,[]
Sourav Sarkar,2000,1,[]
Soussan Mokhtari,2001,1,[]
Spencer Chang,2002,1,[]
Spenta R. Wadia,1992,35,['Tata Institute']
Spenta Wadia,2001,1,[]
Sree Ram Valluri,2001,1,[]
Srinandan Dasmahapatra,1992,5,[]
St Tsou,1997,6,['Oxford']
St. D. Glazek,2000,1,['Warsaw Univ.']
St. Meissner,1996,4,['HU Berlin']
Staephane Ouvry,1993,1,"[""Division de Physique Th\\'eorique, IPN Orsay Fr-91406""]"
Stamatis Vokos,1994,2,[]
Stanislav Klimenko,1999,2,[]
Stanislav V. Klimenko,1999,1,[]
Stanislaw D. Glazek,1996,13,"['2', 'Warsaw University', 'Institute of Theoretical Physics, Warsaw University', 'Warsaw U.']"
Stanislaw Mrowczynski,1997,1,[]
Stanley Deser,1992,2,[]
Stanley J. Brodsky,2000,3,['SLAC']
Stany Schrans,1992,1,[]
Stathis Pakis,2001,5,[]
Stavros Mouslopoulos,2000,6,['Oxford University']
Stefan Antusch,2001,1,[]
Stefan Berceanu,1994,1,[]
Stefan Boettcher,1993,5,[]
Stefan Cordes,1994,2,[]
Stefan Forste,1992,21,['U.Bonn']
Stefan Fredenhagen,2000,5,[]
Stefan Giller,1996,1,[]
Stefan Groot Nibbelink,1998,1,['NIKHEF']
Stefan Hollands,2002,1,[]
Stefan J. Theisen,1996,1,[]
Stefan K. Kehrein,1994,1,[]
Stefan Lenz,1995,1,[]
Stefan Leupold,1996,3,"['Giessen U., Germany']"
Stefan Mashkevich,1994,7,"['Kiev, Oslo', 'Kiev-Oslo', 'ITP, Kiev']"
Stefan Ochs,1998,1,[]
Stefan Pokorski,1999,9,[]
Stefan Schraml,2000,5,[]
Stefan Schwager,1996,3,[]
Stefan Theisen,1992,19,"['AEI-Potsdam', 'U.Munich', 'University of Munich']"
Stefan V. Mashkevich,1993,2,[]
Stefan Vandoren,1995,11,[]
Stefan Waldmann,2003,1,[]
Stefano Ansoldi,2002,2,[]
Stefano Arnone,2001,7,[]
Stefano Bellucci,1992,16,"['INFN-Frascati', 'INFN--Frascati']"
Stefano Bolognesi,2002,1,[]
Stefano De Leo,1995,6,[]
Stefano Foffa,1999,6,[]
Stefano Forte,1993,3,"['INFN Torino, Italy']"
Stefano Giusto,1998,1,[]
Stefano Kovacs,1998,10,"[""Universita` di Roma ``Tor Vergata''"", 'AEI', 'Universita` di Roma ""Tor Vergata""', 'University of Rome - Tor Vergata']"
Stefano Liberati,1995,3,"['U Maryland', 'SISSA']"
Stefano Monni,2000,1,['Cambridge']
Stefano Panzeri,1993,1,[]
Stefano Profumo,2001,2,[]
Stefano Sciuto,1993,7,[]
Stefano Vinti,1995,2,[]
Steffen Krusch,2000,4,[]
Steffen Mallwitz,1994,1,[]
Steffen Metzger,2003,1,[]
Stephan Durr,1996,3,[]
Stephan Elser,1995,3,"['Humboldt-Universit\\""at, Berlin']"
Stephan Kappel,1997,1,[]
Stephan Matthiesen,1995,1,[]
Stephan Melosch,1997,1,[]
Stephane Durand,1992,4,[]
Stephane Fidanza,2001,1,[]
Stephane Gourmelen,1996,2,[]
Stephane Lavignac,1999,4,[]
Stephane Ouvry,1993,5,"[""Division de Physique Th\\'eorique, IPN, Orsay Fr-91406""]"
Stephane Riederer,2002,1,"['Institute of Theoretical Physics, University of Lausanne']"
Stephane Salmons,2002,1,[]
Stephanie Curnoe,1995,1,['curnoe@physics.ubc.ca']
Stephen B. Selipsky,1995,3,"['1,3']"
Stephen Berman,1998,1,[]
Stephen C Davis,2002,1,[]
Stephen C. Davis,2001,3,[]
Stephen C. Hahn,1998,2,[]
Stephen D. H. Hsu,1995,6,[]
Stephen D. Miller,1999,1,[]
Stephen F. Gull,2001,2,[]
Stephen F. Hewson,1998,1,[]
Stephen G. Naculich,1992,13,['Bowdoin College']
Stephen Griffies,1992,4,[]
Stephen H. Shenker,1995,4,['Rutgers University']
Stephen Hawking,1997,4,"['Cambridge', 'DAMTP, Cambridge']"
Stephen Hewson,1999,1,[]
Stephen Hsu,1997,1,['Yale']
Stephen Hwang,1992,11,[]
Stephen J. Summers,1999,3,[]
Stephen L. Adler,1993,19,[]
Stephen Morris,2002,1,['U. Sussex']
Stephen P. Braham,1992,1,[]
Stephen P. Martin,1998,1,[]
Stephen Pinsky,1992,9,['Ohio State University']
Stephen S. Pinsky,1995,5,['Ohio State University']
Stephen Shenker,1992,9,[]
Stephen W. Hawking,1995,1,[]
Stephen-Wei Chung,1992,2,[]
Stephon Alexander,2001,3,"['SLAC,Stanford ITP']"
Stephon H. S. Alexander,1999,4,[]
Sterrett J. Collins,1997,1,[]
Steve Corley,2000,3,[]
Steve Hsu,1997,1,['Yale']
Steve Pinsky,1994,1,[]
Steve Shnider,1993,2,[]
Steven Abel,2000,3,[]
Steven B. Giddings,1992,22,"['Physics Dept., UCSB', 'UC Santa Barbara']"
Steven Carlip,1992,2,[]
Steven Corley,1997,10,[]
Steven Duplij,1995,2,"['Kharkov U., Ukraine']"
Steven Gratton,2000,1,[]
Steven J. Oliver,2003,1,[]
Steven L. Carbon,1994,1,[]
Steven S. Gubser,1993,35,"['Princeton', 'Princeton University', 'Harvard']"
Steven Thomas,1995,7,[]
Steven Weinberg,1995,4,[]
Steven Willison,2002,1,[]
Stewart V. Wright,2001,1,[]
Stig Bieling,2002,1,[]
Stjepan Meljanac,1993,12,"['IRB,Zagreb', 'Rudjer Boskovic Inst.', 'Rudjer Boskovic Institute']"
Stoil Donev,2000,4,[]
Stoyan Toshev,1994,1,[]
Stoytcho S. Yazadjiev,2001,1,[]
Stoytcho Yazadjiev,2000,1,['Sofia University']
Stuart Dowker,2000,2,[]
Stuart Johnson,2002,1,['2']
Stuart Kauffman,1998,1,[]
Stuart Raby,2002,1,[]
Stuart Samuel,1994,3,"['MPI, Columbia University,City College of New York', 'CCNY,Columbia University']"
Su-Long Nyeo,1993,5,"['National Cheng Kung University', 'Department of Physics, National Cheng Kung University, Tainan, Taiwan, R.O.C']"
Su-Qing Chen,1995,2,"['Fudan University, Shanghai, China,ICTP, Trieste, Italy']"
Suayyip Salim Ozkurt,2002,1,[]
Subhash Rajpoot,2000,15,[]
Subhashis Nag,1993,1,[]
Subir Ghosh,1993,28,"['Dinabandhu Andrews College, Calcutta', 'D.A. College, Calcutta', 'Indian Statistical Institute, Kolkata', 'Indian Statistical Inst., Calcutta', 'I. S. I., Calcutta', 'Indian Statistical Inst.', 'Indian Statistical Institute', 'Indian Statistical Institute, India.']"
Subir Ghoshal,1993,3,[]
Subir Mukhopadhyay,1997,10,[]
Subir Sachdev,1993,1,[]
Subrata Bal,1996,4,[]
Subrata Sur,2001,1,[]
Sudarshan Ananth,2002,1,[]
Sudarshan Fernando,2001,2,[]
Sudhakar Panda,1992,19,[]
Sudipta Mukherji,1992,19,[]
Suemi Rodriguez-Romo,1995,3,[]
Sugumi Kanno,2002,4,[]
Sujay K. Ashok,2002,1,[]
Sukanta Bose,1995,7,"['Cardiff Univ.', 'Cardiff University', 'Inter-University Centre for Astronomy,Astrophysics, Pune, India']"
Sukanta Panda,2001,1,[]
Sultan Catto,1998,9,[]
Sumantra Chakravarty,1994,1,[]
Sumathi Rao,1992,4,[]
Sumati Surya,1997,6,['Syracuse University']
Sumio Ishikawa,1994,2,[]
Sumit Das,2000,1,[]
Sumit R. Das,1992,33,[]
Sumne Kim,1995,1,[]
Sun,1993,1,[]
Sung Ku Kim,1997,6,"[""Ewha Women's Univ., Korea""]"
Sung-Kil Yang,1992,24,['Univ. of Tsukuba']
Sung-Shig Kang,2002,1,[]
Sung-Soo Kim,1997,2,[]
Sung-Won Kim,1996,2,[]
Sunggeun Lee,1999,2,[]
Sunil Mukhi,1992,32,"['Harvard,Tata Institute', 'Tata Institute of Fundamental Research', 'Tata Inst', 'Tata Institute, Mumbai', 'Tata Institute']"
Suphot Musiri,2000,3,[]
Supriya K. Kar,1992,2,[]
Supriya Kar,1992,11,[]
Suresh Govindarajan,1993,16,"['University of Bonn, Germany', 'IIT Chennai', 'IITM']"
Surujhdeo Seunarine,2000,2,['1']
Surya Ganguli,2002,1,[]
Susanne Viefers,1996,1,"['Ctr. Advanced Study, Oslo']"
Susumu Ariki,1993,1,[]
Susumu Okubo,1994,3,[]
Sven F. Kerstan,2002,1,[]
Sven-Olaf Moch,1993,2,"['DESY, Hamburg']"
Svend E. Hjelmeland,1999,2,[]
Svend Erik Rugh,1994,4,[]
Svetlana A. Savelieva,1993,1,[]
Svetlana Pacheva,1992,7,"['Inst. for Nuclear Research,Nuclear Energy, Sofia', 'Ben-Gurion Univ., Beer-Sheva,,Institute for Nuclear Research,Nuclear Energy, Sofia']"
Svjetlana Fajfer,1995,1,[]
Swapna Mahapatra,1992,14,[]
Swarnendu Sarkar,2002,1,[]
Swatee Naik,1999,1,[]
Syksy Rasanen,2000,3,[]
Sylvain Ribault,2001,3,"['CPHT, Ecole Polytechnique']"
Sylvain Wolf,1995,5,[]
Syoji Zeze,2003,1,[]
Sz. Borsanyi,2000,1,[]
Sze Kui Ng,2002,2,[]
Sze-Shiang Feng,1999,10,[]
T D Kieu,1995,1,[]
T K Rai Dastidar,1999,1,[]
T Prestidge,1998,1,[]
T R Govindarajan,1998,1,[]
T. A Tran,1999,2,[]
T. A. Ioannidou,1998,4,['Kent U.']
T. A. Ivanova,1995,4,"['Dubna, JINR']"
T. A. Larsson,1992,7,[]
T. A. Sedrakyan,1999,1,[]
T. A. Tran,1997,9,[]
T. A. Yousef,2000,1,[]
T. Ackermann,1995,3,[]
T. Aida,1994,2,[]
T. Altherr,1992,1,[]
T. Asakawa,2001,2,[]
T. Banks,1992,28,['Rutgers U.']
T. Barreiro,1998,1,[]
T. Bhattacharya,1993,1,[]
T. Biswas,2001,3,[]
T. Brotz,1998,2,[]
T. Brzezinski,1992,3,[]
T. C. De Wit,2000,1,[]
T. Christodoulakis,2000,2,[]
T. Curtright,1992,3,[]
T. D. Bakeyev,1996,2,[]
T. D. Gargett,1997,1,[]
T. D. Meshcheryakova,2002,1,[]
T. D. Palev,1993,18,[]
T. Daiber,1994,1,['Dortmund University']
T. Damour,1994,6,"['I.H.E.S., Bures-sur-Yvette']"
T. Dasgupta,1999,1,[]
T. De Wit,2002,1,[]
T. Degrand,1996,1,['U. of Colorado']
T. Dereli,1996,11,"['Koc U', 'METU', 'METU, Ankara', 'METU,Ankara']"
T. E. Clark,1995,9,[]
T. Ebihara,1998,1,[]
T. Eguchi,1992,7,['Univ. of Tokyo']
T. Escobar,1998,1,[]
T. Filk,1992,2,[]
T. Fischbacher,2002,1,[]
T. Frederico,1997,3,"['Sao Paulo, Inst. Tech. Aeronautics']"
T. Fugleberg,1996,1,[]
T. Fujita,1999,1,[]
T. Fujiwara,1992,11,['Ibaraki Univ.']
T. Fukui,1993,3,[]
T. Fulop,1996,1,[]
T. G. Dargam,1994,1,[]
T. G. Philbin,2003,1,[]
T. G. Steele,1994,3,['University of Saskatchewan']
T. Gannon,1994,8,[]
T. Garavaglia,1999,3,[]
T. Garidi,2003,1,[]
T. Gisiger,1993,3,[]
T. Goldman,1993,4,[]
T. Grandou,1992,1,[]
T. Guhr,1997,2,[]
T. H. Hansson,1992,11,"['Stockholm', 'Stockhom University', 'Stockholm Univ.']"
T. Hakioglu,2001,1,[]
T. Hakobyan,1993,2,[]
T. Harko,1999,8,[]
T. Harmark,1999,8,"['NBI, Nordita', 'NBI']"
T. Hatsuda,1994,2,['Univ. of Tsukuba']
T. Hauer,1994,4,[]
T. Haugset,1993,2,[]
T. Heinzl,1993,9,"['University of Regensburg', 'Universitaet Regensburg, Germany', 'FSU Jena']"
T. Hertog,2000,2,[]
T. Hirayama,2003,1,[]
T. Hollowood,1992,1,[]
T. Horiguchi,1994,1,[]
T. Hotta,2000,3,[]
T. Hubsch,1992,11,[]
T. Hurth,1997,1,[]
T. Imai,2001,4,['Chiba Univ.']
T. Inagaki,1993,7,[]
T. Inami,1998,1,[]
T. Ioannidou,1998,3,[]
T. J. Fields,1997,1,[]
T. J. Fields J. R. Spence,1998,1,['Iowa State University']
T. J. Hollowood,1992,14,"['Los Alamos, Swansea', 'Swansea']"
T. Jacobson,1996,2,[]
T. Jalali,2002,1,[]
T. Jayaraman,1992,13,"['IMSc.', 'IMSc., Madras', 'IMSc']"
T. Jonsson,1992,6,[]
T. K. Rai Dastidar,1999,1,[]
T. Kake,1999,1,[]
T. Karki,1994,1,[]
T. Kashiwa,1994,5,[]
T. Kawano,1994,1,[]
T. Kimura,1992,1,[]
T. Kitao,1997,1,[]
T. Kloesch,1996,1,[]
T. Kobayashi,1993,6,[]
T. Koide,1998,2,[]
T. Kojima,1993,7,[]
T. Kopf,1996,3,[]
T. Krajewski,1998,4,[]
T. Kraus,1996,1,[]
T. Kubota,1996,1,[]
T. Kuehl,2002,1,[]
T. Kunihiro,1996,3,['Ryukoku Univ.']
T. Kuramoto,1992,1,[]
T. Kuroki,2002,2,[]
T. L. Curtright,1995,1,[]
T. Lada,1997,1,[]
T. Lee,1994,1,[]
T. Leonhardt,2001,2,[]
T. M. Chiang,1997,1,[]
T. M. Samols,1992,3,[]
T. Magri,1996,1,[]
T. Mariz,2003,1,[]
T. Masson,1994,1,[]
T. Masuda,1998,2,[]
T. Matos,1994,1,"['CINVESTAV-Ipn, Mexico']"
T. Matsui,1996,1,[]
T. Matsuki,1999,2,"['Tokyo Kasei Univ.', 'Tokyo Kasei U.']"
T. Matsuo,1998,5,[]
T. Matsuyama,1996,4,[]
T. Mendes,2002,1,[]
T. Miwa,1992,7,[]
T. Miyazaki,1995,2,[]
T. Mogami,1993,4,[]
T. Mohaupt,1994,6,[]
T. Multamaki,2002,2,[]
T. Murakami,2001,1,[]
T. Muramatsu,2000,5,[]
T. Muta,1993,5,[]
T. N. Sherry,1996,7,"['National University of Ireland, Galway']"
T. N. Tomaras,1994,12,"['University of Crete, Greece', '1,4', 'University of Crete', 'Univ. of Crete,FORTH']"
T. Nagao,2000,3,[]
T. Nakanishi,1992,3,[]
T. Nakatsu,1993,7,[]
T. Nassar,1997,1,[]
T. Obikhod,1997,4,[]
T. Okazaki,1997,1,[]
T. Okuda,2002,1,['Caltech']
T. Ooshita,1993,1,[]
T. Oota,1993,4,[]
T. Ortin,1992,21,"['I.F.T., Madrid']"
T. Otsuka,1996,1,[]
T. P. Branson,1997,2,[]
T. Padmanabhan,1996,13,[]
T. Pantev,1996,2,[]
T. Papenbrock,1994,1,[]
T. Paul,1994,1,[]
T. Pause,1998,1,[]
T. Pengpan,1998,1,[]
T. Pisar,1999,5,[]
T. Portmann,1995,1,['Univ. Siegen']
T. Quella,1999,1,[]
T. R. Govindarajan,1992,11,[]
T. R. Klassen,1992,3,[]
T. R. Morris,1992,3,[]
T. R. Taylor,1992,27,[]
T. R. Tran,1997,1,[]
T. Rador,1995,1,['Bosphorous University']
T. Regge,1992,3,[]
T. Roy Choudhury,2002,1,[]
T. S. Biro,1999,4,['KFKI Budapest']
T. S. Evans,1998,4,[]
T. S. Hakobyan,1992,2,[]
T. S. Nyawelo,2000,3,[]
T. S. Walhout,1998,1,[]
T. Saito,1998,1,['Kwansei Gakuin Univ.']
T. Sakai,2000,1,[]
T. Sami,1999,2,"['SUBATECH, Ecole des Mines de Nantes, France.', '2']"
T. Sasada,1992,2,[]
T. Sato,1997,5,[]
T. Schucker,1997,4,"['Marseille', 'CPT-Marseille']"
T. Sedrakyan,2000,3,[]
T. Segalini,1995,1,"[""Universita' di Parma , INFN, Parma""]"
T. Shigehara,1996,1,[]
T. Shimada,1993,1,[]
T. Shinohara,2000,5,['Chiba Univ.']
T. Shiota,1996,2,[]
T. Shiromizu,2001,2,['U. of Tokyo']
T. Sizer,1998,1,[]
T. Sommer,1994,6,[]
T. Strobl,1993,10,['RWTH Aachen']
T. Stroh,1997,1,['1']
T. Suyama,1997,3,[]
T. Suzuki,1998,1,['Hiroshima Inst. Tech.']
T. Sykora,2000,2,[]
T. T. Burwick,1992,3,[]
T. T. Truong,1995,2,[]
T. T. Wu,2001,1,"['Harvard Univ., Cambridge']"
T. Tabei,1993,4,[]
T. Tada,1998,3,[]
T. Takayanagi,2000,1,[]
T. Takebe,1993,1,[]
T. Tanaka,1996,3,['Univ. of Tsukuba']
T. Ter Veldhuis,1999,6,[]
T. Thiemann,1994,6,[]
T. Tjin,1992,5,[]
T. Tok,1998,9,[]
T. Tomaras,2001,2,"['University of Crete', 'U. of Crete,FORTH']"
T. Torii,2001,1,['U. of Tokyo']
T. Torma,1996,2,['University of Massachusetts']
T. Tsukioka,1998,1,[]
T. Uchino,1992,1,[]
T. Ueno,1992,4,[]
T. Vanzielighem,2001,1,[]
T. Vekua,2000,1,[]
T. Vukasinac,1993,2,[]
T. Vukav Sinac,1993,2,[]
T. W. Allen,1995,2,[]
T. W. B. Kibble,1999,2,[]
T. W. Kephart,1999,2,[]
T. Walhout,1994,1,[]
T. Wettig,1997,2,[]
T. Wilke,1997,2,[]
T. Wiseman,2001,4,[]
T. Wynter,1996,3,[]
T. Yamamoto,1995,1,[]
T. Yanagida,1995,2,[]
T. Yoneya,1998,3,"['Univ. of Tokyo, Komaba']"
T. Yoshida,2003,1,[]
T. Yu. Kuzmenko,1999,1,[]
T. Yukawa,1995,5,['KEK']
T.-M. Chiang,1999,1,[]
T.~G.~Steele V. Elias,1995,1,['University of Saskatchewan']
T.~Hubsch,1992,1,[]
Tabish Qureshi,2002,2,"['Jamia Millia Islamia, New Delhi']"
Tabito Hara,2000,1,[]
Tack Hwi Lee,1998,1,[]
Tadahiko Kimura,1994,4,[]
Tadahito Nakajima,1996,7,[]
Tadakatsu Sakai,1995,12,[]
Tadao Suzuki,1996,1,['Kanazawa U.']
Tadaoki Uesugi,2000,7,['Tokyo U.']
Tadashi Kon,1995,1,[]
Tadashi Miyazaki,1994,6,[]
Tadashi Okai,1993,3,[]
Tadashi Takayanagi,1999,17,['Tokyo U.']
Tae Seong Kim,1995,1,[]
Taejin Lee,1992,23,"['Kangwon National University,APCTP']"
Taejun Lee,2003,1,[]
Taekoon Lee,1996,1,[]
Tai Tsun Wu,1998,2,[]
Tai-Chung Cheng,2001,2,[]
Taichi Itoh,1994,13,"['Kyungpook National Univ.', 'Kyungpook National University']"
Taichiro Kugo,1992,9,[]
Takaaki Hashimoto,1993,1,[]
Takaaki Ozeki,1999,1,[]
Takahiro Kubota,1995,6,[]
Takahiro Masuda,1996,7,['Shizuoka University']
Takahiro Shiota,1994,1,[]
Takahiro Tanaka,1999,10,[]
Takanori Fujiwara,1993,2,[]
Takanori Sugihara,1993,7,['Kyushu university']
Takao Koikawa,1995,11,[]
Takao Matsushita,1995,2,[]
Takao Nakamura,1995,1,[]
Takao Suyama,1999,13,[]
Takaomi Shigehara,1995,2,[]
Takashi Asatani,1996,1,[]
Takashi Dateki,1997,1,['Nagoya university']
Takashi Hattori,2000,2,[]
Takashi Kimura,1992,2,['University of North Carolina']
Takashi Matsunaga,1996,1,[]
Takashi Mishima,1993,2,[]
Takashi Okamura,1999,5,"['2', 'Ochanomizu University']"
Takashi Sano,1992,2,[]
Takashi Shimizu,1995,3,[]
Takashi Suzuki,1993,6,['Hiroshima Institute of Technology']
Takashi Takebe,1992,4,['University of Tokyo']
Takashi Tokunaga,1999,1,[]
Takashi Torii,2000,6,[]
Takashi Uchino,2003,1,[]
Takashi Yokono,1997,9,[]
Takayoshi Ootsuka,2000,1,[]
Takayuki Hirayama,1997,7,['Kyoto university']
Takayuki Hori,1993,7,[]
Takayuki Matsuki,2000,1,[]
Takayuki Nakajima,1998,1,['Univ. of Tokyo']
Takayuki Suga,1997,2,[]
Takehiro Azuma,2001,5,[]
Takehisa Fujita,1996,5,[]
Takemi Okamoto,2001,1,[]
Takemichi Okui,2003,1,[]
Takeo Araki,2001,2,[]
Takeo Inami,1992,18,['1']
Takeo Kojima,1995,1,[]
Takeo Moroi,1999,2,[]
Takeshi Fukuda,2001,2,[]
Takeshi Fukuyama,1992,1,[]
Takeshi Hamada,1994,3,[]
Takeshi Inagaki,2001,1,[]
Takeshi Mogami,2002,2,[]
Takeshi Morita,2003,1,[]
Takeshi Nihei,2000,1,['Lancaster Univ.']
Takeshi Oota,1995,7,[]
Takeshi Sato,1998,8,[]
Takeshi Suzuki,1994,2,[]
Takeshi Yasuda,1998,1,[]
Takesi Saito,1994,12,"['2', 'Kwansei Gakuin University']"
Takesi Suzuki,2000,1,[]
Taksu Cheon,1995,3,[]
Taku Uchino,1992,2,[]
Takuhiro Kitao,1996,5,[]
Takuya Hayashi,1998,2,[]
Takuya Iizuka,1994,1,[]
Takuya Maki,1997,2,[]
Takuya Masuda,1999,2,[]
Takuya Morozumi,2001,1,[]
Takuya Okuda,2002,1,[]
Takuya Tsukioka,1997,3,[]
Tamar Friedmann,2002,3,['Princeton University']
Tamas Fulop,1995,1,[]
Tamas G. Kovacs,1995,1,[]
Tamas Hauer,1997,9,[]
Tamas Hausel,2000,3,"['Univ. of California at Berkeley, USA']"
Tamiaki Yoneya,1992,26,"['Institute of Physics, University of Tokyo', 'University of Tokyo']"
Tamiaki Yoneya ),1996,1,"['University of Tokyo, Komaba']"
Tamio Ikehashi,1993,1,[]
Tanaya Bhattacharyya,2002,2,[]
Tanmay Vachaspati,1992,16,['CWRU']
Tanya Khovanova,1994,2,[]
Tao Liu,2002,2,[]
Tao Xu,1998,1,[]
Tapobrata Sarkar,1997,12,"['TIFR', 'IMSc']"
Taro Kashiwa,1992,11,"['Ehime Univ.', 'Kyushu University']"
Taro Tani,2001,3,['Tohoku Univ.']
Tasneem Zehra Husain,2000,6,[]
Tassilo Ott,2001,5,"['Humboldt University, Berlin', 'Humboldt U., Berlin']"
Tathagata Dasgupta,2000,2,['Cambridge']
Tatiana A. Ivanova,1999,2,[]
Tatiana Ivanova,2002,1,[]
Tatsu Takeuchi,2001,4,[]
Tatsuhiro Nakajima,1994,1,[]
Tatsuo Kobayashi,1992,16,[]
Tatsuo Suzuki,1997,8,[]
Tatsuya Ueno,1995,9,[]
Tatyana Bandos,2000,1,[]
Tchavdar D. Palev,1994,3,[]
Ted Jacobson,1993,9,[]
